game,home_team,fifth_player
200703110MIA,14,205
200611110SAS,25,427
200703230BOS,1,380
200703230IND,10,434
200702130MIA,14,438
200611210LAL,12,404
200612260DEN,6,325
200703170IND,10,434
200612130CLE,4,259
200611040WAS,29,370
200702070CLE,4,386
200611030BOS,1,425
200611040WAS,29,161
200703100IND,10,434
200704140POR,23,430
200702140UTA,28,337
200701130UTA,28,346
200611010PHI,21,415
200611100BOS,1,445
200704130NJN,17,442
200612010NOK,18,357
200702020ATL,0,455
200611040NYK,19,412
200612200POR,23,454
200702110CLE,4,456
200702220DAL,5,224
200612220MIN,16,431
200611180ORL,20,432
200704160MEM,13,419
200703240CHA,2,446
200703140CHA,2,391
200611280NJN,17,442
200701310ORL,20,426
200701050TOR,27,356
200703100UTA,28,299
200612080IND,10,409
200611220PHO,22,401
200612010DET,7,420
200612040CHI,3,436
200701110CHI,3,272
200612080CHI,3,276
200611180WAS,29,161
200611010BOS,1,445
200704180SEA,26,354
200704160SAC,24,343
200703280CHA,2,446
200704090DEN,6,411
200612270MEM,13,313
200611040LAC,11,399
200701240SAC,24,309
200612220DEN,6,451
200611280SAC,24,301
200702110PHO,22,401
200612100SEA,26,354
200704040POR,23,430
200701310UTA,28,346
200612020HOU,9,452
200701310MIN,16,431
200701110PHO,22,413
200702110MIN,16,366
200703200NJN,17,365
200701310BOS,1,445
200702250IND,10,358
200701050MEM,13,419
200612120GSW,8,319
200703300CHA,2,446
200703110LAC,11,424
200701110CHI,3,441
200612230MIA,14,438
200704030MEM,13,419
200701070ORL,20,426
200704150WAS,29,370
200612150PHO,22,413
200701040DAL,5,204
200704030MIA,14,397
200701310BOS,1,349
200612210CLE,4,259
200611240PHO,22,413
200703250MIL,15,378
200612020UTA,28,337
200701310NOK,18,437
200612110CHI,3,329
200701240BOS,1,380
200702090GSW,8,409
200702110PHI,21,384
200703030ATL,0,455
200702230NYK,19,410
200611170MEM,13,417
200703060DAL,5,211
200611040DET,7,420
200701290ATL,0,455
200612010TOR,27,221
200701170LAC,11,344
200704100PHI,21,450
200702200LAC,11,424
200612050PHO,22,348
200702080DET,7,420
200612060CHI,3,272
200612010NOK,18,437
200611190SAC,24,375
200611190SAC,24,398
200612090NYK,19,342
200611070LAL,12,404
200701170POR,23,454
200704060WAS,29,197
200612110LAC,11,399
200612010POR,23,454
200702090ORL,20,185
200703160PHO,22,348
200701260NOK,18,437
200611120MIA,14,438
200704160NYK,19,412
200701290MIN,16,366
200703060WAS,29,161
200701200GSW,8,409
200701120PHI,21,450
200703120CHA,2,207
200703140MEM,13,379
200703250ATL,0,455
200702080NOK,18,437
200612210CLE,4,259
200703060POR,23,430
200611110MIL,15,411
200612040WAS,29,161
200702230NJN,17,442
200612310HOU,9,428
200701030MIN,16,433
200611250MIN,16,433
200704180NJN,17,442
200701200GSW,8,409
200612260SEA,26,326
200612190CHI,3,421
200701260LAL,12,376
200702260NYK,19,410
200612120GSW,8,319
200704100MEM,13,419
200611220LAC,11,424
200612030LAC,11,424
200702230POR,23,454
200704150IND,10,310
200703120PHO,22,260
200701310ATL,0,455
200704060CHI,3,421
200611250CLE,4,456
200701300DAL,5,164
200612200ATL,0,406
200612020GSW,8,434
200704090GSW,8,409
200703300SAC,24,398
200612110CHI,3,329
200702100NJN,17,442
200703160MIA,14,205
200612230IND,10,409
200612260SEA,26,359
200701200HOU,9,428
200704030IND,10,310
200704130BOS,1,349
200611250MIL,15,411
200612080PHI,21,450
200703130DEN,6,325
200701270MEM,13,335
200703060WAS,29,197
200611180ORL,20,432
200702050MIA,14,200
200611030DEN,6,451
200701310MEM,13,379
200701130DET,7,373
200701240TOR,27,320
200612130PHI,21,416
200704030MIL,15,378
200701020ORL,20,426
200701050MIN,16,431
200704010TOR,27,320
200704140CLE,4,386
200612220ORL,20,429
200701310ORL,20,426
200703210TOR,27,418
200611050TOR,27,221
200611050ATL,0,435
200701170MIN,16,366
200701130CHA,2,391
200701220DEN,6,451
200612050DET,7,364
200702070MIN,16,431
200611040HOU,9,452
200703230TOR,27,418
200702230CHI,3,436
200703130MIA,14,397
200703060DAL,5,211
200701090PHO,22,413
200611290BOS,1,445
200611110PHO,22,413
200701300WAS,29,161
200611020LAC,11,383
200701050NJN,17,365
200701310ORL,20,426
200702050IND,10,358
200701150GSW,8,319
200701080CHI,3,276
200612050LAC,11,399
200611290DAL,5,296
200701300CLE,4,456
200704180SAC,24,343
200612080CHA,2,391
200701290NOK,18,437
200704140POR,23,430
200704170ATL,0,435
200703070UTA,28,299
200611100POR,23,430
200701150LAL,12,444
200703040MIL,15,378
200702030HOU,9,428
200702030MIL,15,318
200701050NJN,17,442
200611200POR,23,454
200703100UTA,28,299
200612120GSW,8,310
200703110HOU,9,452
200701070TOR,27,320
200703310NJN,17,365
200703280BOS,1,380
200612010MIN,16,431
200701140POR,23,393
200612010DAL,5,296
200703300PHI,21,384
200704010IND,10,434
200611050SEA,26,354
200703260CHI,3,436
200704010PHO,22,348
200701270LAC,11,424
200702010MIA,14,200
200612010TOR,27,418
200703260PHO,22,413
200611170MIA,14,438
200702260PHI,21,415
200611130BOS,1,380
200611030DEN,6,451
200702230POR,23,454
200701070TOR,27,320
200703260DET,7,355
200612060CHI,3,272
200612150BOS,1,445
200702050MIA,14,438
200704180TOR,27,418
200701030MIA,14,205
200701020CHI,3,272
200701220DEN,6,451
200611130BOS,1,445
200611290DAL,5,224
200703050UTA,28,295
200703020SAS,25,368
200612080SAS,25,292
200611260DEN,6,281
200611180UTA,28,374
200702220CLE,4,259
200611200NYK,19,342
200701030HOU,9,428
200611100HOU,9,428
200703170MEM,13,379
200611030TOR,27,418
200612110ORL,20,432
200704010ATL,0,455
200703150NJN,17,442
200611060ORL,20,246
200704060PHI,21,369
200611170SAS,25,423
200703280NJN,17,442
200704150DAL,5,224
200612290LAC,11,424
200704070NJN,17,442
200703280CHA,2,360
200612020NJN,17,442
200611140MIA,14,438
200704160SAC,24,398
200611030CHI,3,276
200702110IND,10,327
200704180SAC,24,343
200611030ATL,0,455
200704160HOU,9,428
200703170SEA,26,359
200702280MEM,13,419
200612150CLE,4,259
200702060POR,23,430
200704040POR,23,430
200702130CHI,3,421
200702140MIN,16,366
200702140PHI,21,384
200702280MEM,13,419
200612160NOK,18,437
200611290UTA,28,337
200612150TOR,27,418
200612300DAL,5,204
200702030HOU,9,428
200704040LAC,11,424
200611060ORL,20,185
200701270LAC,11,399
200703050ORL,20,432
200703020DEN,6,411
200702020DEN,6,411
200704180POR,23,430
200702070BOS,1,380
200611220HOU,9,452
200704180SAS,25,368
200702120UTA,28,337
200612010NOK,18,437
200704140CLE,4,386
200701260UTA,28,299
200612270ATL,0,455
200703040NOK,18,437
200704070NJN,17,442
200612220SAS,25,427
200702020CLE,4,456
200703250ATL,0,455
200612130PHI,21,450
200702140DET,7,263
200612270CHI,3,272
200611010GSW,8,310
200702140ORL,20,429
200701090PHO,22,413
200611040NYK,19,362
200703260NYK,19,410
200611280LAL,12,387
200611050NOK,18,437
200701270MEM,13,379
200703220CHI,3,276
200611080BOS,1,425
200611220HOU,9,452
200701100BOS,1,392
200703310CHI,3,441
200611170IND,10,288
200701090PHI,21,450
200702230NOK,18,437
200702070DAL,5,224
200612080SAS,25,427
200704180IND,10,434
200701270DEN,6,451
200702070DAL,5,224
200612110LAC,11,383
200703200PHO,22,413
200701150GSW,8,434
200703230GSW,8,319
200701270GSW,8,409
200611150SAC,24,375
200611290ATL,0,455
200702050HOU,9,428
200702200SAC,24,398
200703010POR,23,430
200701040NOK,18,437
200702030DAL,5,211
200612160ATL,0,406
200702020DET,7,420
200702020CLE,4,386
200611020LAC,11,383
200612230DET,7,420
200703280NJN,17,442
200703210TOR,27,418
200704100CHI,3,421
200611140NOK,18,437
200611120MIA,14,438
200702200POR,23,430
200703170IND,10,434
200611030DEN,6,281
200702030MEM,13,379
200702050WAS,29,161
200611180DET,7,373
200611100IND,10,385
200703170WAS,29,161
200704060MEM,13,419
200611100IND,10,409
200704070MIN,16,366
200704130NOK,18,357
200701120PHI,21,450
200612200SAS,25,427
200701030HOU,9,428
200611150DET,7,420
200611210LAL,12,404
200611190LAL,12,387
200703100ATL,0,435
200612300MEM,13,417
200701220SAC,24,301
200704140MIL,15,318
200701130SAC,24,398
200702230DEN,6,451
200612140CHA,2,391
200611140MIA,14,438
200612150LAL,12,404
200702140UTA,28,337
200701310HOU,9,428
200612150WAS,29,161
200703180DET,7,420
200703080SAC,24,309
200612130CLE,4,456
200703060POR,23,454
200611110CHI,3,436
200701210MIA,14,438
200703310CHI,3,436
200702050DEN,6,361
200702140BOS,1,445
200611270DAL,5,224
200702020CLE,4,456
200704170WAS,29,197
200612080CHI,3,421
200610310LAL,12,444
200704180ORL,20,246
200704170ATL,0,435
200612010DAL,5,224
200703020SAS,25,423
200611100BOS,1,445
200704080PHI,21,369
200701100SEA,26,359
200703030ATL,0,406
200612300SAC,24,398
200701170LAC,11,383
200701110PHO,22,413
200612200BOS,1,425
200702140TOR,27,320
200611220GSW,8,434
200703260BOS,1,392
200611220ORL,20,432
200704040ORL,20,432
200703300ORL,20,432
200702020ORL,20,426
200611040POR,23,454
200611220GSW,8,434
200612020DEN,6,451
200704080PHI,21,450
200611180ATL,0,455
200703090DEN,6,411
200704010GSW,8,409
200612150MEM,13,379
200612180DEN,6,451
200612150CLE,4,259
200701150WAS,29,161
200612200LAC,11,399
200702260PHI,21,384
200703030ATL,0,455
200703090ATL,0,455
200703140ORL,20,432
200704080DET,7,420
200702030MIL,15,378
200612270TOR,27,221
200703230LAC,11,199
200703250LAL,12,394
200611040HOU,9,395
200611140UTA,28,337
200704050CLE,4,456
200611240DEN,6,281
200612190CHI,3,272
200612150PHO,22,413
200704130MIA,14,438
200701190MIN,16,366
200703070PHO,22,413
200702250IND,10,310
200702200SAS,25,427
200702020IND,10,358
200702270NJN,17,442
200702140TOR,27,418
200702110SAC,24,398
200701310ATL,0,455
200611200CHA,2,391
200612310DEN,6,451
200703050UTA,28,337
200704060HOU,9,347
200703140IND,10,434
200702280MEM,13,389
200611150SEA,26,359
200703220NYK,19,412
200611110CHI,3,247
200702130MIL,15,378
200611010PHI,21,384
200702050MIA,14,200
200612100SEA,26,354
200701020CLE,4,259
200611020DAL,5,224
200702130LAL,12,387
200611040DET,7,420
200703110TOR,27,250
200703040PHO,22,413
200703180NJN,17,222
200612210CLE,4,456
200703200MEM,13,419
200611110ATL,0,455
200704010ATL,0,435
200701050MIN,16,431
200612080PHI,21,450
200701310MIN,16,366
200701100WAS,29,161
200701190TOR,27,418
200612010NOK,18,437
200611180NYK,19,412
200701170SAS,25,427
200611220HOU,9,452
200611130NJN,17,324
200701260NYK,19,410
200612180MIA,14,205
200611220HOU,9,452
200612100CHA,2,391
200704150TOR,27,418
200612200ATL,0,406
200703130MIA,14,438
200704110BOS,1,392
200703230ATL,0,455
200702020CLE,4,386
200702040NJN,17,442
200611110SAS,25,427
200702090GSW,8,385
200702210NJN,17,442
200704130DAL,5,224
200612060BOS,1,425
200702230TOR,27,356
200702150LAL,12,404
200611240SEA,26,359
200701300MIA,14,302
200704170PHI,21,267
200704030MEM,13,419
200611290UTA,28,337
200701260PHI,21,384
200703140BOS,1,349
200702020DEN,6,451
200701100GSW,8,291
200612060CLE,4,259
200703160DAL,5,224
200703040PHI,21,450
200704030SAC,24,398
200702210TOR,27,320
200704080SAC,24,398
200702090CLE,4,456
200703300DAL,5,211
200701100ATL,0,406
200611080MIL,15,378
200612050LAC,11,399
200704180LAC,11,424
200611250CLE,4,386
200612020HOU,9,452
200612140NOK,18,264
200703020WAS,29,370
200701240GSW,8,319
200702110MIA,14,189
200611190SAC,24,398
200611270UTA,28,374
200701090NJN,17,442
200701220DEN,6,411
200701300MIA,14,302
200703110LAL,12,249
200612090WAS,29,370
200702090GSW,8,409
200704180LAC,11,424
200612100TOR,27,418
200701050HOU,9,428
200701280SEA,26,315
200612290TOR,27,320
200703130MIA,14,438
200612120GSW,8,319
200704040NJN,17,442
200612160NJN,17,442
200611090CLE,4,386
200702020IND,10,358
200702140GSW,8,409
200704130MIA,14,397
200612060IND,10,385
200701260PHI,21,415
200612030CHA,2,391
200702200NYK,19,412
200702100HOU,9,428
200704010LAL,12,404
200704060BOS,1,392
200704130SAC,24,398
200703060WAS,29,197
200612130ORL,20,432
200703200DET,7,420
200701090MEM,13,419
200612310SEA,26,359
200702110GSW,8,409
200611070CLE,4,259
200704180POR,23,430
200612210CLE,4,259
200704050CLE,4,456
200701170POR,23,454
200702070CLE,4,386
200703180LAL,12,394
200701060CHI,3,272
200702100NOK,18,437
200702110SAC,24,301
200611170DET,7,420
200612150WAS,29,197
200701220SAC,24,301
200701210PHI,21,450
200704180SAC,24,343
200612270TOR,27,418
200702230ATL,0,455
200701250CHI,3,436
200612130WAS,29,161
200703170WAS,29,370
200704140UTA,28,374
200701200LAC,11,383
200611120WAS,29,129
200704160MIA,14,397
200612220MIN,16,366
200703200CHA,2,446
200702030DAL,5,224
200702090CHA,2,360
200703220HOU,9,428
200704170PHO,22,413
200611010CHA,2,360
200703090HOU,9,428
200703120MEM,13,419
200611280SAC,24,301
200703280NYK,19,412
200701120LAL,12,404
200701130CHA,2,360
200702200SAS,25,427
200703260UTA,28,295
200702090CHA,2,360
200612280DEN,6,451
200704130LAC,11,199
200702020IND,10,310
200611220POR,23,454
200701050HOU,9,428
200612150CLE,4,456
200612260WAS,29,161
200703020CHI,3,421
200703280DAL,5,224
200703010DAL,5,211
200702090BOS,1,380
200701250LAC,11,383
200611280DEN,6,451
200703280SAS,25,423
200612010SEA,26,359
200704140CLE,4,386
200702020IND,10,358
200704140UTA,28,374
200611150SAC,24,398
200612130MIA,14,438
200611220POR,23,430
200612090MEM,13,379
200701080NOK,18,279
200701100DEN,6,451
200703070BOS,1,380
200704080LAL,12,404
200703220MEM,13,379
200611140DAL,5,211
200612140CHA,2,391
200703050UTA,28,299
200703280CHA,2,360
200701230SEA,26,359
200703280NYK,19,410
200612150CLE,4,456
200611120POR,23,430
200703190ATL,0,435
200612290MIA,14,205
200703230SAS,25,427
200701300MIA,14,200
200611250MIN,16,433
200612030LAC,11,424
200703140TOR,27,320
200611250CHA,2,391
200704040HOU,9,452
200703020MIA,14,205
200612150CLE,4,456
200703070GSW,8,409
200701160SEA,26,359
200702140SEA,26,359
200701120POR,23,393
200611200CHA,2,391
200612190PHO,22,348
200612080BOS,1,425
200704140UTA,28,374
200611180MIL,15,378
200611220POR,23,454
200703150NJN,17,442
200701170SAS,25,427
200703310NOK,18,437
200612200MIL,15,378
200611160HOU,9,452
200704060MEM,13,419
200701150NYK,19,362
200612060NYK,19,410
200701020NOK,18,437
200703230NOK,18,437
200704160MEM,13,419
200612210CLE,4,456
200612110ORL,20,432
200611120CHA,2,360
200704070DAL,5,204
200611170PHO,22,401
200612230SEA,26,359
200701140TOR,27,418
200612150PHO,22,348
200704180BOS,1,392
200701040SAC,24,398
200701260LAL,12,404
200703030NJN,17,442
200701160NOK,18,437
200703250CLE,4,456
200701040SAC,24,309
200612230MEM,13,335
200701270DEN,6,411
200701050PHO,22,413
200703200CHA,2,446
200701090MEM,13,379
200701020NOK,18,437
200701110CHI,3,441
200701100GSW,8,291
200612200ATL,0,455
200701170TOR,27,320
200702280HOU,9,428
200612040SAS,25,427
200612020CHI,3,272
200702110PHO,22,401
200703140POR,23,454
200704110MIN,16,353
200704180IND,10,358
200611240SEA,26,359
200702050HOU,9,395
200704100ATL,0,435
200703090PHO,22,413
200704140UTA,28,299
200612150IND,10,385
200612160NOK,18,437
200701120BOS,1,392
200612130MIA,14,367
200612130CHI,3,421
200612230CLE,4,259
200703230SEA,26,354
200611140MIN,16,431
200612220POR,23,454
200701290HOU,9,414
200703110HOU,9,452
200611150BOS,1,445
200612130SAS,25,423
200703160PHO,22,401
200701130LAC,11,424
200703270IND,10,434
200703300SEA,26,354
200701280MIL,15,378
200612270ORL,20,432
200701310POR,23,454
200612010NOK,18,437
200702050WAS,29,197
200702280CHI,3,421
200703140BOS,1,349
200702250ATL,0,403
200612260DEN,6,451
200611180UTA,28,337
200612170LAL,12,444
200703260HOU,9,452
200703130SAS,25,427
200701240GSW,8,409
200702280SAC,24,398
200612310LAC,11,190
200611180GSW,8,319
200702230ORL,20,185
200704150GSW,8,319
200611010CHA,2,391
200704160MIL,15,378
200702120UTA,28,374
200701120MEM,13,379
200704130MIN,16,366
200703170ORL,20,432
200704110BOS,1,349
200611220DET,7,420
200612060CHA,2,360
200701180DAL,5,204
200703050ORL,20,432
200611180MIN,16,431
200611140GSW,8,308
200611200GSW,8,319
200704140POR,23,430
200612290GSW,8,310
200611220LAC,11,424
200611110SAS,25,427
200612220BOS,1,425
200612160ATL,0,406
200703170WAS,29,161
200704010BOS,1,349
200702050PHI,21,415
200702240UTA,28,346
200611150NJN,17,283
200612230MIL,15,318
200612170IND,10,409
200702140UTA,28,337
200701050LAL,12,444
200702090PHO,22,401
200703160MIA,14,438
200703220CHI,3,436
200703260DET,7,420
200612090DAL,5,224
200703160PHO,22,348
200704180CHA,2,446
200703230GSW,8,319
200703180PHI,21,450
200702280HOU,9,428
200611050SEA,26,359
200702090BOS,1,380
200704040MIL,15,274
200703310NJN,17,283
200704180NJN,17,365
200612010POR,23,454
200701190SEA,26,315
200702210PHI,21,384
200703270IND,10,434
200612170IND,10,409
200702070BOS,1,445
200703080ORL,20,432
200611220GSW,8,434
200703140BOS,1,392
200704070IND,10,402
200611220DET,7,420
200703030DAL,5,211
200702200SAS,25,427
200704160NYK,19,412
200702240DAL,5,211
200704010MIL,15,378
200702260SEA,26,359
200703300WAS,29,197
200612090DAL,5,204
200612160ATL,0,406
200701190BOS,1,380
200702060MIL,15,378
200612010DET,7,373
200611010SEA,26,359
200703040SEA,26,354
200612200SEA,26,326
200701260TOR,27,221
200701260SAS,25,427
200612150IND,10,409
200703200MEM,13,419
200612020MEM,13,379
200703070UTA,28,299
200704010IND,10,434
200704100NOK,18,357
200703110LAC,11,424
200704090DAL,5,224
200701030HOU,9,428
200703250CLE,4,456
200702110MIA,14,438
200611250ORL,20,234
200702060DET,7,420
200612130NYK,19,410
200704070UTA,28,337
200611130NJN,17,442
200612270SAC,24,343
200611290BOS,1,445
200701170CHA,2,360
200611140MIA,14,438
200701050HOU,9,428
200701300IND,10,434
200701030POR,23,393
200612130LAC,11,424
200612290GSW,8,310
200701270DAL,5,224
200703060DAL,5,211
200702250NJN,17,442
200703280DAL,5,224
200611180WAS,29,197
200611090PHO,22,413
200611150NJN,17,442
200701150LAL,12,404
200702100HOU,9,428
200611250CLE,4,456
200703100MIL,15,318
200703270LAL,12,404
200704080DET,7,420
200701150CHA,2,391
200702230NOK,18,357
200611270UTA,28,374
200703170SAS,25,427
200704180SEA,26,354
200704090DEN,6,411
200701150LAL,12,444
200612070DAL,5,224
200701300NYK,19,410
200703170SAS,25,427
200612150CLE,4,386
200611180ORL,20,432
200701290MIN,16,366
200703150MIL,15,378
200701090SAC,24,398
200612050DET,7,420
200704170WAS,29,197
200702250IND,10,310
200611220DET,7,420
200612280SAS,25,427
200611150SAS,25,368
200612180MIA,14,438
200703250CLE,4,456
200704100MEM,13,417
200702060DET,7,364
200702030ORL,20,426
200703230ATL,0,405
200702230ORL,20,185
200701060NOK,18,437
200704090MIL,15,378
200612090GSW,8,310
200611090CLE,4,456
200611100HOU,9,452
200701240CHA,2,446
200701220LAL,12,404
200611030MIA,14,438
200612160SAC,24,398
200702070WAS,29,161
200702090IND,10,358
200703230CLE,4,259
200704110MIL,15,318
200703020WAS,29,161
200611100NJN,17,442
200611300MIA,14,438
200701100DET,7,420
200611060UTA,28,299
200703110BOS,1,392
200703110HOU,9,428
200611020LAC,11,424
200702110MIN,16,366
200704110POR,23,430
200701150CHA,2,391
200701260MIL,15,151
200611080BOS,1,445
200704140HOU,9,395
200703160DAL,5,224
200611080SAS,25,423
200612020CHI,3,436
200703260MIA,14,397
200704040DET,7,420
200703110HOU,9,452
200704060CHA,2,446
200702110MIN,16,431
200611010ORL,20,426
200701010CHA,2,391
200702250ORL,20,185
200701190PHO,22,401
200612230MIL,15,318
200611220CHA,2,360
200703170MEM,13,335
200611200POR,23,454
200703280WAS,29,161
200702210GSW,8,409
200702240DAL,5,224
200704150DAL,5,224
200701290ATL,0,455
200702240CHA,2,207
200612130NJN,17,365
200611290UTA,28,337
200702210MIN,16,353
200612300SAC,24,398
200701260TOR,27,356
200701140TOR,27,418
200612040WAS,29,197
200702020BOS,1,445
200704100CHI,3,329
200703090BOS,1,392
200702050MIA,14,397
200703210TOR,27,418
200702230NJN,17,283
200611240DEN,6,451
200612230PHI,21,253
200704180UTA,28,337
200702280LAC,11,424
200703220HOU,9,452
200611030LAL,12,444
200611240DEN,6,451
200704010GSW,8,319
200701080CHI,3,276
200612160NYK,19,410
200703280UTA,28,337
200612290TOR,27,418
200612150CHI,3,272
200703090HOU,9,452
200702230NYK,19,410
200701090IND,10,409
200702210TOR,27,320
200703100MIL,15,378
200611280HOU,9,452
200702230POR,23,454
200612100SAC,24,398
200612170DET,7,373
200611200NYK,19,362
200703100UTA,28,337
200703020NYK,19,412
200611050PHI,21,384
200701260HOU,9,428
200611240SAS,25,423
200701230LAC,11,399
200611010MEM,13,379
200701260NYK,19,410
200702060POR,23,454
200704040DET,7,420
200611100POR,23,430
200703190ATL,0,435
200701100DEN,6,361
200701130SAS,25,427
200701170WAS,29,161
200701150CHA,2,360
200702130LAL,12,444
200703050UTA,28,299
200612290NOK,18,437
200703010POR,23,430
200611270GSW,8,434
200702130MIA,14,189
200703300WAS,29,197
200701070MEM,13,419
200701020ORL,20,432
200704160NYK,19,412
200702100NOK,18,437
200701150CHI,3,329
200702260UTA,28,299
200702230CHI,3,272
200703140IND,10,402
200703220CHI,3,436
200611040MIL,15,378
200611220SAS,25,427
200612270SAC,24,343
200611030ATL,0,435
200612120GSW,8,319
200703040PHO,22,413
200701300DAL,5,204
200701030MIA,14,438
200702230ATL,0,455
200703170IND,10,434
200612310SAS,25,427
200612290CLE,4,456
200612270POR,23,430
200611220DET,7,373
200612010ATL,0,455
200701130CHA,2,391
200703120MEM,13,379
200703280NJN,17,442
200701270CHI,3,329
200612260UTA,28,374
200612140CHA,2,391
200611220MIL,15,378
200612310DEN,6,451
200704040NOK,18,279
200611080BOS,1,445
200703140HOU,9,452
200612160MIL,15,318
200702070PHI,21,450
200612160NJN,17,442
200704130ATL,0,435
200701130MIN,16,431
200701310BOS,1,445
200612230NOK,18,437
200612150PHO,22,413
200704160DEN,6,451
200611280SAC,24,309
200612200NJN,17,442
200612160MIL,15,318
200701150NYK,19,410
200701240UTA,28,299
200704110BOS,1,392
200703250IND,10,310
200704110POR,23,345
200704150LAL,12,271
200702110PHO,22,401
200612130DAL,5,224
200611010DET,7,420
200611080WAS,29,306
200611150SAC,24,398
200702070ATL,0,455
200703020SAS,25,423
200702070IND,10,358
200703190NOK,18,437
200704070MIL,15,378
200701150LAL,12,404
200612260WAS,29,161
200612130NJN,17,442
200611210NOK,18,437
200701020CHI,3,276
200701290MIN,16,366
200611180DAL,5,204
200703110HOU,9,452
200612110NOK,18,437
200704090GSW,8,385
200703300ORL,20,432
200702060MEM,13,379
200701130CHA,2,391
200704160MIL,15,378
200612060NYK,19,410
200703020MIN,16,351
200704110SAS,25,427
200702030HOU,9,440
200611140NOK,18,437
200612030PHI,21,450
200702030PHO,22,413
200611050NOK,18,357
200703180DET,7,420
200611200GSW,8,319
200703260GSW,8,319
200611120LAL,12,271
200704090DAL,5,224
200701150NYK,19,410
200612100TOR,27,320
200611100POR,23,454
200702030SAC,24,398
200702130CHI,3,272
200704070ORL,20,432
200703160GSW,8,409
200703280NJN,17,283
200612010PHO,22,413
200703260DET,7,420
200702210NJN,17,442
200611110MIL,15,378
200612260DEN,6,361
200703280CHA,2,360
200701150ATL,0,403
200701190SEA,26,359
200611060ORL,20,246
200701030TOR,27,356
200703170SAS,25,423
200612040LAL,12,444
200702230DEN,6,411
200612100SEA,26,354
200701020CHI,3,421
200612060NYK,19,362
200611200GSW,8,434
200611010CLE,4,456
200702280WAS,29,197
200612290CHA,2,360
200703210SAC,24,398
200704150WAS,29,370
200612180MEM,13,335
200703250CLE,4,456
200701090SAS,25,427
200702070WAS,29,197
200611030IND,10,385
200703290CHI,3,436
200612220NJN,17,442
200703250MIN,16,431
200611190LAL,12,404
200703220CHI,3,329
200611220LAC,11,424
200611070MEM,13,313
200702090CHA,2,293
200702230ORL,20,234
200702140LAC,11,424
200704010BOS,1,392
200612150CHI,3,421
200703100IND,10,434
200703170MEM,13,419
200611180DET,7,420
200702210PHI,21,450
200703300DAL,5,224
200612160ATL,0,455
200611040NYK,19,412
200703230LAC,11,424
200703240MIA,14,397
200701240CLE,4,386
200702110GSW,8,409
200701210POR,23,454
200611100BOS,1,445
200703130DEN,6,411
200612160NOK,18,357
200611010MIN,16,433
200611250HOU,9,452
200612090ORL,20,432
200703100UTA,28,337
200703050LAC,11,424
200701310ATL,0,455
200701170CHA,2,381
200612220CHA,2,360
200611020DAL,5,224
200612260SAS,25,427
200704060NYK,19,410
200704100CHI,3,436
200611150CLE,4,386
200611260DEN,6,361
200611220DET,7,420
200611240SAS,25,368
200701260PHI,21,415
200703030MEM,13,379
200702070DAL,5,224
200612060CLE,4,148
200703140MEM,13,419
200701090NJN,17,442
200701220DEN,6,361
200704010SEA,26,354
200611110PHO,22,413
200612300DAL,5,224
200703070ATL,0,405
200612310SAS,25,427
200611280POR,23,430
200704010GSW,8,409
200703030POR,23,430
200703120GSW,8,409
200611120LAC,11,424
200704110POR,23,393
200703230BOS,1,380
200704180IND,10,310
200702200SAC,24,309
200703020TOR,27,418
200702210NJN,17,442
200703180DET,7,420
200611170DET,7,420
200702030DAL,5,204
200704110DET,7,420
200612090NJN,17,442
200703070MIA,14,205
200702230NJN,17,316
200612010PHO,22,413
200612010MIN,16,431
200611110PHO,22,413
200701220SAC,24,309
200701170MIN,16,431
200701100BOS,1,380
200612140NOK,18,357
200701020DEN,6,451
200704100PHI,21,384
200701190TOR,27,418
200704030MIA,14,438
200611150SAC,24,398
200702100NJN,17,442
200612110PHI,21,415
200701190DEN,6,451
200704160SAC,24,309
200703160TOR,27,418
200703230TOR,27,439
200703170ORL,20,432
200612200NYK,19,410
200611300MIA,14,205
200612150CHI,3,272
200701170HOU,9,395
200612070NJN,17,442
200611250HOU,9,452
200704180TOR,27,356
200704130SAC,24,398
200702210NJN,17,442
200611140MIA,14,438
200704160UTA,28,374
200611040DET,7,364
200611140MIA,14,438
200702260NYK,19,410
200611270DAL,5,224
200703090MIA,14,397
200611080WAS,29,197
200703130CLE,4,396
200611290ATL,0,435
200703050DET,7,420
200702200SAC,24,301
200702140DET,7,364
200701240CLE,4,456
200612220NYK,19,410
200611080SAS,25,427
200703240CHA,2,341
200702090ORL,20,185
200612070DAL,5,211
200611290CLE,4,386
200611240UTA,28,299
200704080TOR,27,250
200701100GSW,8,434
200701290DEN,6,411
200704110BOS,1,392
200612020SAS,25,427
200703020WAS,29,161
200701060GSW,8,319
200611040HOU,9,452
200702050MIA,14,397
200701020DEN,6,451
200701060GSW,8,319
200703240MIA,14,438
200703180MIA,14,205
200611010SEA,26,359
200704090DEN,6,411
200611210DEN,6,281
200611060ORL,20,426
200704130ATL,0,407
200702130NJN,17,391
200703200NYK,19,412
200612100TOR,27,418
200612080IND,10,409
200612260DEN,6,451
200704180IND,10,434
200704080MIA,14,200
200701310NOK,18,437
200704010SEA,26,354
200701150CHA,2,391
200703010POR,23,454
200701100GSW,8,319
200703230ORL,20,432
200704010DET,7,373
200703250NOK,18,357
200611150SAS,25,427
200704090DEN,6,281
200702030PHO,22,413
200611280CHI,3,329
